id,filename,format,sample_rate,baud_rate,sps,modulation,fec_type,interleaver_depth,cfo_hz,snr_db,payload_type,payload_len_bytes,payload_ascii,payload_hex
IQ_098,capture_098.iq,iq,500000.0,50000.0,10.0,8PSK,"CONV+RS(255,223)",8,-105.22,30.02,PLAINTEXT,245,HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHANNEL_16HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHANNEL_16HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHA,48465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f4348414e4e454c5f313648465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f4348414e4e454c5f313648465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f434841
IQ_099,capture_099.iq,iq,200000.0,50000.0,4.0,16-QAM,LDPC,1,-80.07,20.13,PLAINTEXT,92,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OK_PKT_099,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5f504b545f303939
IQ_100,capture_100.iq,iq,250000.0,50000.0,5.0,BPSK,NONE,1,489.45,24.79,ENCRYPTED,64,,e6a4b2c9741b98ee26447a8b342f40daadf7cc2ea462e4960621ce4a5b91e7d5c77f7eac8e03e77dc677199fbb7920e36082afeb3b295c8a02e56ce18d6929c8
WAV_001,capture_001.wav,wav,200000.0,50000.0,4.0,16-QAM,"RS(255,223)",1,-258.38,28.84,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_002,capture_002.wav,wav,200000.0,50000.0,4.0,BPSK,"CONV+RS(255,223)",4,-107.05,29.6,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_003,capture_003.wav,wav,200000.0,50000.0,4.0,QPSK,LDPC,1,-61.57,32.48,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_003,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303033
WAV_004,capture_004.wav,wav,200000.0,50000.0,4.0,8PSK,NONE,1,-328.49,29.29,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_004,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303034
WAV_005,capture_005.wav,wav,200000.0,50000.0,4.0,16-QAM,CONV,1,75.75,30.81,ENCRYPTED,64,,87a0ac23f8a4c7bf81d3cd9704af6b9c3272d5eb9f705c369b98e50f308c557a98ba48b048c12c9dea3602dc43b0fc7262a93bb14c4af3ae2598394d84591476
WAV_006,capture_006.wav,wav,200000.0,50000.0,4.0,BPSK,"RS(255,223)",4,4.69,30.22,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_007,capture_007.wav,wav,200000.0,50000.0,4.0,QPSK,"CONV+RS(255,223)",8,31.53,29.72,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_008,capture_008.wav,wav,200000.0,50000.0,4.0,8PSK,LDPC,1,-75.2,33.27,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_008,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303038
WAV_009,capture_009.wav,wav,200000.0,50000.0,4.0,16-QAM,NONE,1,-208.13,29.93,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_009,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303039
WAV_010,capture_010.wav,wav,200000.0,50000.0,4.0,2-FSK,CONV,1,-537.08,23.62,ENCRYPTED,64,,b35d7732f339479e9839cd42bb0d40e5b70f03463e581d87417e28de73d5531b4a37af6e507b0a0bf2d4cc22a7c57be80d9fc1dca05f67bdae25ae1018716180
WAV_011,capture_011.wav,wav,200000.0,50000.0,4.0,4-FSK,"RS(255,223)",8,-115.32,24.32,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_012,capture_012.wav,wav,200000.0,50000.0,4.0,2-FSK,"CONV+RS(255,223)",16,-133.8,30.78,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_013,capture_013.wav,wav,200000.0,50000.0,4.0,4-FSK,LDPC,1,235.96,21.71,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_013,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303133
WAV_014,capture_014.wav,wav,200000.0,50000.0,4.0,BPSK,NONE,1,-445.66,31.91,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_014,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303134
WAV_015,capture_015.wav,wav,200000.0,50000.0,4.0,QPSK,CONV,1,-361.02,21.03,ENCRYPTED,64,,ad41fc61da07da37b18e29ec2478544461ef919edcca24842346f23a4ad2258767eb9755a7a5f33b09ca3f344f79fcb1c78fc9d05a8f1ff09cebd68905f1fb33
WAV_016,capture_016.wav,wav,200000.0,50000.0,4.0,8PSK,"RS(255,223)",16,-168.04,20.69,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_017,capture_017.wav,wav,200000.0,50000.0,4.0,16-QAM,"CONV+RS(255,223)",1,-576.73,31.06,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_018,capture_018.wav,wav,200000.0,50000.0,4.0,BPSK,LDPC,1,-572.84,30.93,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_018,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303138
WAV_019,capture_019.wav,wav,200000.0,50000.0,4.0,QPSK,NONE,1,-573.25,29.56,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_019,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303139
WAV_020,capture_020.wav,wav,200000.0,50000.0,4.0,8PSK,CONV,1,-178.38,25.53,ENCRYPTED,64,,c17f9a825a47d690005cf44a588f2a278c367627819b5368123d0acf8216c8dbc2d362d597387e8baedbbc8f9d8a9db3fb33c1d2897f7475dc681103c0a9a772
WAV_021,capture_021.wav,wav,200000.0,50000.0,4.0,16-QAM,"RS(255,223)",1,444.84,22.33,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_022,capture_022.wav,wav,200000.0,50000.0,4.0,BPSK,"CONV+RS(255,223)",4,-251.24,31.29,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_023,capture_023.wav,wav,200000.0,50000.0,4.0,QPSK,LDPC,1,67.84,26.46,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_023,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303233
WAV_024,capture_024.wav,wav,200000.0,50000.0,4.0,8PSK,NONE,1,-164.87,31.49,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_024,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303234
WAV_025,capture_025.wav,wav,200000.0,50000.0,4.0,16-QAM,CONV,1,129.08,23.39,ENCRYPTED,64,,4cac42af0dbb78a00f6cf3f199ee56b85f1d966b55273f5e2508ad9629f61f67d7988aa446b0fe6d63c9780f0835d9a833d590802cf4eb0b47f78b9e17a42d56
WAV_026,capture_026.wav,wav,200000.0,50000.0,4.0,2-FSK,"RS(255,223)",4,-574.93,21.47,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_027,capture_027.wav,wav,200000.0,50000.0,4.0,4-FSK,"CONV+RS(255,223)",8,484.74,32.17,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_028,capture_028.wav,wav,200000.0,50000.0,4.0,2-FSK,LDPC,1,-204.17,30.94,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_028,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303238
WAV_029,capture_029.wav,wav,200000.0,50000.0,4.0,4-FSK,NONE,1,-119.94,20.64,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_029,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303239
WAV_030,capture_030.wav,wav,200000.0,50000.0,4.0,BPSK,CONV,1,384.46,32.85,ENCRYPTED,64,,9c4ff37c7f6cedfc5c5be5e644b5d6bea04ab7d8cdd05cfcc23de316ed5c2a634ebe9c268f90b0e4209179123a1f6fe64ad5f18b3549e92532ee1394601e4c0d
WAV_031,capture_031.wav,wav,200000.0,50000.0,4.0,QPSK,"RS(255,223)",8,-462.11,30.22,PLAINTEXT,219,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIGWEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f534947574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b54
WAV_032,capture_032.wav,wav,200000.0,50000.0,4.0,8PSK,"CONV+RS(255,223)",16,-580.89,33.23,PLAINTEXT,245,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OKTELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BU,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255
WAV_033,capture_033.wav,wav,200000.0,50000.0,4.0,16-QAM,LDPC,1,-243.5,26.05,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_WAV_033,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f5741565f303333
WAV_034,capture_034.wav,wav,200000.0,50000.0,4.0,BPSK,NONE,1,-415.83,31.15,PLAINTEXT,90,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OK_WAV_034,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b5f5741565f303334
WAV_035,capture_035.wav,wav,200000.0,50000.0,4.0,QPSK,CONV,1,98.53,21.65,ENCRYPTED,64,,75374e20f655900c019add635f8a45c8b4d9f8c4b8cefbafa390092c733b96f3bd078ef36a8804a17b633db12712203b2331e57f0dd8463e24be0b9c29864b08
WAV_036,capture_036.wav,wav,200000.0,50000.0,4.0,8PSK,"RS(255,223)",16,589.77,24.54,PLAINTEXT,219,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OKUHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_I,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49
WAV_037,capture_037.wav,wav,200000.0,50000.0,4.0,16-QAM,"CONV+RS(255,223)",1,-333.61,30.07,PLAINTEXT,245,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GOTACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_A,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f41
WAV_038,capture_038.wav,wav,200000.0,50000.0,4.0,BPSK,LDPC,1,-512.78,31.88,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_WAV_038,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f5741565f303338
WAV_039,capture_039.wav,wav,200000.0,50000.0,4.0,QPSK,NONE,1,496.23,21.62,PLAINTEXT,93,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVE_WAV_039,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f4143544956455f5741565f303339
WAV_040,capture_040.wav,wav,200000.0,50000.0,4.0,8PSK,CONV,1,-370.77,27.89,ENCRYPTED,64,,f454ced7022810909f30b99be001692695fac965cbcd360c93c9cdf72c5bc822a8205894edab281ad06d58c0bc64a1c46dd6f6df618e72da8634f16a69310cd4
